condition,network_outrage,political_party,political_ideology,rep_identity,dem_identity,barr_check,barrett_check,seen_quiz,unseen_quiz,barr_familiar,barr_post,barrett_familiar,barrett_post,follow_politics,vote_2016,vote_2018,vote_2020,sm_freq,sm_daily_freq,sm_political_freq,sm_daily_political_freq,sm_share_reason,sm_platforms,online_news_outlets,twitter_handle,mood,gender,ethnicity,age,education
High Overperception,7,Democrat,1,-3,3,1,1,0,1,-2,No,0,No,1,No,No,Democrat Joe Biden,Daily or more,29,Daily or more,5,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Female,['White'],20,Some college
Low Overperception,5,Republican,6,3,-3,1,1,0,1,3,No,3,No,0,Yes,NA,Republican Donald Trump,Daily or more,15,2-3 times a week,0,['The content represents my beliefs or attitudes'],"['Twitter', 'Facebook', 'Instagram', 'TikTok']","['Fox News', 'Yahoo! News', 'Washington Post', 'Huffington Post']",NA,1,female,['White'],51,High school
High Overperception,5,Republican,4,2,-1,1,1,0,1,2,No,1,No,1,No,Yes,I did not vote,Daily or more,79,Once per week,18,['I want to make people laugh'],"['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",christianhclin3,2,Female,['White'],29,4 year degree
Low Overperception,5,Democrat,2,-3,3,1,1,0,1,-3,No,-3,No,-2,No,No,Democrat Joe Biden,Daily or more,19,Between once per week and once per month,2,['Other'],"['Facebook', 'Instagram', 'YouTube', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",NA,3,Female,['Asian'],20,High school
High Overperception,6,Republican,5,1,-1,1,1,0,1,0,No,0,No,0,Yes,Yes,Republican Donald Trump,Daily or more,19,Between once per week and once per month,2,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'Facebook', 'Instagram']","['Fox News', 'CNN', 'MSN News', 'NY Times']",NA,2,Male,NA,55,Postgraduate/Professional degree/other
Low Overperception,1,Republican,5,1,0,1,1,0,1,-3,No,0,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,70,2-3 times a week,9,['The content represents my beliefs or attitudes'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']","['CNN', 'NY Times', 'Washington Post']",no,2,female,['White'],41,4 year degree
Low Overperception,4,Republican,6,1,-2,1,1,0,1,1,Yes,3,No,1,Yes,Yes,Republican Donald Trump,Daily or more,27,Daily or more,19,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Drudge Report', 'Fox News', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,4,female,['White'],39,2 year degree
High Overperception,4,Republican,5,-1,1,0,1,0,1,-1,No,0,No,NA,Yes,No,Democrat Joe Biden,Daily or more,9,Never,0,['Other'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']","['CNN', 'NY Times', 'Washington Post']",NA,2,female,['White'],57,Some college
High Overperception,7,Democrat,1,-3,2,1,1,0,1,1,No,3,No,3,Yes,Yes,Democrat Joe Biden,Daily or more,19,2-3 times a week,9,"['I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Other']","['NY Times', 'Washington Post', 'Other']",@scottrice98,3,Male,['White'],44,Postgraduate/Professional degree/other
Low Overperception,5,Republican,5,2,-1,1,1,0,1,-2,No,-1,No,-2,Yes,Yes,Republican Donald Trump,Between once per week and once per month,1,Never,0,['I want to make people laugh'],"['Facebook', 'Instagram']",['None'],NA,2,female,['White'],30,2 year degree
Low Overperception,2,Democrat,3,NA,2,1,1,0,1,-3,No,-3,No,-3,No,No,I did not vote,Between once per month and once per year,0,Between once per month and once per year,0,['I want to make people laugh'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,female,['White'],72,Some college
High Overperception,6,Democrat,2,-3,2,1,1,0,1,0,No,3,No,2,Yes,Yes,Democrat Joe Biden,Once per week,0,Never,0,"['I want people to see the content', 'I want to make people laugh']","['Facebook', 'Instagram', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",NA,3,female,['White'],36,High school
Low Overperception,4,Republican,5,1,-1,1,1,0,1,-1,No,0,No,0,Yes,Yes,Republican Donald Trump,4-6 times a week,10,Never,0,['I want to make people laugh'],"['Facebook', 'Instagram', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'Washington Post', 'Huffington Post']",NA,3,Female,['White'],55,4 year degree
Low Overperception,4,Democrat,3,-3,2,1,1,0,1,-1,No,2,No,0,No,No,Democrat Joe Biden,Daily or more,70,4-6 times a week,34,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'Washington Post']",NA,3,genderfluid,['White'],26,Some high school
High Overperception,7,An Independent,4,-3,-3,1,1,0,1,-2,No,0,No,0,No,No,I did not vote,Daily or more,5,Once per week,0,['I want people to see the content'],"['Facebook', 'YouTube', 'Twitch', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Daily Knox', 'Huffington Post']",NA,2,Male,['White'],28,Postgraduate/Professional degree/other
Low Overperception,3,Republican,5,2,-3,1,1,0,1,-2,No,0,No,0,No,No,Republican Donald Trump,Daily or more,50,Between once per week and once per month,9,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'CNN']",sophboph9,3,Female,['White'],20,Some college
High Overperception,4,Republican,5,2,0,1,1,0,1,-3,No,NA,No,-1,No,No,I did not vote,Daily or more,9,4-6 times a week,0,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'YouTube', 'Twitch', 'Other']","['Fox News', 'NY Times', 'Washington Post']",NA,3,Male,['White'],19,Some college
High Overperception,6,Democrat,2,-3,2,1,1,0,1,-1,No,2,No,2,No,Yes,Democrat Joe Biden,2-3 times a week,3,2-3 times a week,2,['Other'],['Instagram'],"['Five Thirty Eight', 'CNN', 'Washington Post', 'Huffington Post']",NA,3,male,['White'],47,Some college
High Overperception,6,Republican,6,2,-3,1,1,0,1,0,No,2,No,0,Yes,No,Uncertain / Do not remember,2-3 times a week,5,Once per week,0,['Other'],"['Twitter', 'Instagram', 'YouTube']",['None'],no,2,male,['White'],36,4 year degree
Low Overperception,3,Democrat,3,-3,2,1,1,0,1,-1,No,2,No,0,Yes,Yes,Democrat Joe Biden,Daily or more,20,4-6 times a week,7,"['I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,female,['White'],41,Postgraduate/Professional degree/other
Low Overperception,5,Democrat,3,-3,2,1,1,0,1,-3,No,-2,No,0,No,No,Democrat Joe Biden,Daily or more,10,2-3 times a week,4,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Twitch']","['CNN', 'NY Times', 'Washington Post', 'Huffington Post']",@Killablue23,3,Male,"['Hispanic, Latinx, or Spanish origin', 'White']",21,High school
High Overperception,6,Republican,5,3,-2,1,1,0,1,3,Yes,3,Yes,2,Yes,Yes,Republican Donald Trump,Daily or more,39,Daily or more,70,"['I want people to see the content', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Male,['White'],39,Postgraduate/Professional degree/other
High Overperception,4,Republican,3,1,1,1,1,0,1,0,No,2,Yes,0,Yes,Yes,Democrat Joe Biden,Daily or more,25,Once per week,10,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Facebook', 'YouTube']",['CNN'],NA,2,male,['White'],33,4 year degree
High Overperception,7,Republican,6,2,-3,1,1,0,1,-3,No,-3,No,0,No,No,Republican Donald Trump,Daily or more,79,Between once per month and once per year,6,"['I want people to see the content', 'I want to make people laugh']","['Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']",['None'],NA,4,Female,['White'],22,4 year degree
Low Overperception,4,Democrat,5,-3,2,1,1,2,1,1,No,2,No,3,Yes,Yes,Democrat Joe Biden,4-6 times a week,60,4-6 times a week,45,['I want to make people laugh'],"['Twitter', 'Facebook', 'Instagram', 'TikTok']","['Yahoo! News', 'CNN']",NA,1,Female,NA,36,4 year degree
Low Overperception,4,Democrat,1,-3,3,1,1,0,1,-2,No,1,No,-1,Yes,No,Democrat Joe Biden,2-3 times a week,0,Never,0,"['I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,female,['White'],29,Some college
High Overperception,6,Republican,6,2,-3,1,1,0,1,-3,No,-3,No,1,No,No,Republican Donald Trump,Daily or more,10,Between once per week and once per month,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Facebook', 'TikTok', 'YouTube']",['Fox News'],NA,2,female,NA,49,4 year degree
Low Overperception,3,Democrat,3,-2,-1,1,1,0,1,-3,No,1,Yes,0,Yes,Yes,Democrat Joe Biden,2-3 times a week,0,2-3 times a week,0,['I want people to see the content'],"['Twitter', 'YouTube']","['Five Thirty Eight', 'NY Times', 'Washington Post', 'Other']",NA,2,Female,['Asian'],27,4 year degree
Low Overperception,3,Democrat,2,-3,2,1,1,0,1,2,No,2,No,1,Yes,Yes,Democrat Joe Biden,Daily or more,4,2-3 times a week,0,"['I want people to see the content', 'I want to make people laugh']","['Facebook', 'Instagram', 'YouTube']","['Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,female,['White'],63,4 year degree
Low Overperception,4,Republican,5,1,-1,1,1,0,1,-2,No,1,No,-3,Yes,Yes,Republican Donald Trump,4-6 times a week,0,Never,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'YouTube']","['Fox News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,female,"['Asian', 'Black or African American', 'White']",46,Postgraduate/Professional degree/other
Low Overperception,2,Republican,5,0,0,1,1,0,1,-3,No,2,No,2,Yes,Yes,Democrat Joe Biden,4-6 times a week,2,Never,0,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Five Thirty Eight', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post']",NA,1,male,['White'],38,Postgraduate/Professional degree/other
High Overperception,6,Democrat,1,-3,3,1,0,0,1,-1,No,-2,No,0,Yes,Yes,Democrat Joe Biden,Daily or more,9,Between once per month and once per year,2,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['CNN', 'MSN News']",twiceimpeached,2,24,['White'],24,High school
High Overperception,6,Democrat,1,-2,3,1,1,1,1,-2,No,1,Uncertain / Do not remember,1,No,Yes,Democrat Joe Biden,Daily or more,19,Daily or more,2,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Instagram', 'YouTube']","['Fox News', 'Five Thirty Eight', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",@takemeto_india,3,female,['White'],22,4 year degree
High Overperception,5,Republican,7,2,-3,1,1,0,1,-1,No,2,Yes,2,Yes,Yes,Republican Donald Trump,4-6 times a week,5,4-6 times a week,4,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']",['Facebook'],['Fox News'],NA,2,Male,['White'],30,4 year degree
Low Overperception,4,An Independent,4,-1,1,1,1,0,1,-2,No,-1,No,-1,Uncertain / Do not remember,Uncertain / Do not remember,Democrat Joe Biden,Daily or more,86,Between once per week and once per month,9,['I want people to see the content'],"['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'NY Times', 'Other']",NA,2,male,['White'],21,High school
Low Overperception,4,Democrat,2,-3,3,1,1,0,1,-3,No,-3,No,-2,No,No,Democrat Joe Biden,Daily or more,80,Between once per week and once per month,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch', 'Other']","['NY Times', 'Washington Post', 'Other']",NA,3,Nonbinary,"['Asian', 'Black or African American']",19,Some college
Low Overperception,5,Democrat,3,-3,1,1,1,0,1,-3,No,2,No,2,Yes,No,Democrat Joe Biden,4-6 times a week,76,Once per week,29,['I want to make people laugh'],"['Twitter', 'Facebook', 'YouTube', 'Twitch']","['Washington Post', 'Huffington Post']",NA,3,Male,['Asian'],22,2 year degree
Low Overperception,4,Republican,6,3,-3,1,1,0,1,-3,No,-2,No,0,No,No,Republican Donald Trump,Daily or more,19,Never,0,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'CNN', 'NY Times', 'Washington Post']",NA,2,Female,['White'],19,Some college
High Overperception,5,Democrat,1,-3,2,1,1,1,2,-3,No,-2,No,0,Yes,Yes,Democrat Joe Biden,Daily or more,100,4-6 times a week,30,['I want people to see the content'],"['Twitter', 'Instagram', 'TikTok', 'YouTube']",['Other'],NA,3,female,"['Hispanic, Latinx, or Spanish origin', 'White']",23,4 year degree
High Overperception,6,Republican,3,1,-1,1,1,0,1,-1,No,0,No,-2,Yes,Yes,Democrat Joe Biden,2-3 times a week,7,Between once per week and once per month,3,['I want to show people that we share common beliefs or attitudes'],"['Facebook', 'Instagram', 'YouTube']",['NY Times'],NA,2,female,['Black or African American'],37,4 year degree
Low Overperception,2,An Independent,4,0,0,1,1,0,1,-3,No,-3,No,-3,Yes,No,Democrat Joe Biden,4-6 times a week,4,Between once per week and once per month,0,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Other']","['Fox News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,Female,['Black or African American'],22,Some college
High Overperception,6,Republican,5,1,-2,1,1,0,1,-2,No,0,No,-1,Yes,Yes,Republican Donald Trump,4-6 times a week,0,2-3 times a week,0,"['I want people to see the content', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Facebook', 'YouTube', 'Other']","['NY Times', 'Washington Post', 'Other']",NA,2,female,['White'],38,4 year degree
Low Overperception,6,Democrat,1,-3,1,1,1,0,1,1,No,2,Yes,3,No,Yes,Democrat Joe Biden,Daily or more,19,4-6 times a week,9,"['I want people to see the content', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['CNN', 'NY Times', 'Washington Post']",NA,3,female,['White'],20,Some college
High Overperception,6,Republican,3,1,-2,1,1,1,1,0,No,-2,No,1,Yes,No,Republican Donald Trump,Daily or more,13,4-6 times a week,0,['I want people to see the content'],"['Facebook', 'Instagram', 'YouTube']","['Yahoo! News', 'CNN']",NA,2,male,['White'],53,High school
High Overperception,6,Democrat,2,1,2,1,1,0,1,0,No,0,No,1,Yes,Yes,Democrat Joe Biden,Daily or more,86,2-3 times a week,61,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok']","['Fox News', 'CNN', 'NY Times', 'Washington Post']",NA,2,Male,['Black or African American'],39,4 year degree
High Overperception,7,Democrat,1,-3,3,1,1,0,1,2,No,3,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,19,Daily or more,9,"['The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'TikTok', 'YouTube', 'Twitch', 'Other']","['Drudge Report', 'Fox News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",NA,2,female,['White'],42,4 year degree
Low Overperception,NA,Democrat,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Male,['Asian'],25,4 year degree
High Overperception,6,Republican,5,1,-3,1,1,0,1,-3,No,-3,No,0,Yes,Yes,Republican Donald Trump,Once per week,0,Between once per week and once per month,0,[],"['Twitter', 'YouTube', 'Twitch', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'NY Times']",NA,3,female,"['Hispanic, Latinx, or Spanish origin']",32,4 year degree
High Overperception,6,Republican,4,-3,2,1,1,0,1,1,No,3,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,78,Daily or more,87,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'Facebook', 'TikTok', 'YouTube', 'Twitch']","['Fox News', 'Five Thirty Eight', 'Yahoo! News', 'CNN', 'MSN News', 'Washington Post', 'Huffington Post']",@ThatOne,3,23,"['Hispanic, Latinx, or Spanish origin']",NA,4 year degree
